MEDV	Linear Regression	SVM	Fold	SVM (1)	Linear Regression (1)	CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	LSTAT
16.4	18.52147872635402	16.207473117675995	8	14.721940064515408	19.089137974464396	4.81213	0.0	18.1	0.0	0.713	6.701	90.0	2.5975	24.0	666.0	20.2	255.23	16.42
17.4	24.643559983325936	20.89395715622259	8	18.79382616548663	22.50207290570617	1.20742	0.0	19.58	0.0	0.605	5.875	94.6	2.4259	5.0	403.0	14.7	292.29	14.43
11.9	10.946951657067345	13.437767308218486	8	13.082544722033518	9.21733150751649	20.7162	0.0	18.1	0.0	0.659	4.138	100.0	1.1781	24.0	666.0	20.2	370.22	23.34
20.8	20.038250982872825	15.237085526956687	8	13.94323374595535	19.192082156444947	12.0482	0.0	18.1	0.0	0.614	5.648	87.6	1.9512	24.0	666.0	20.2	291.55	14.1
16.5	21.640411131739107	24.734707718506765	8	23.98796286532005	21.107997080151204	0.02498	0.0	1.89	0.0	0.518	6.54	59.7	6.2669	1.0	422.0	15.9	389.96	8.65
21.7	24.825558088506835	22.569923637826165	8	21.437849773372893	23.827289717936036	0.08199	0.0	13.92	0.0	0.437	6.009	42.3	5.5027	4.0	289.0	16.0	396.9	10.4
18.5	20.76603643267925	18.406991123628252	8	18.43235220273189	19.95283483087673	0.28392	0.0	7.38	0.0	0.493	5.708	74.3	4.7211	5.0	287.0	19.6	391.13	11.74
20.9	21.240525475621332	23.460644100161304	8	21.873025885654332	21.77431457398308	0.03548	80.0	3.64	0.0	0.392	5.876	19.1	9.2203	1.0	315.0	16.4	395.18	9.25
15.0	24.903193157020713	18.060124504953944	8	17.470568761721314	25.124780691818163	19.6091	0.0	18.1	0.0	0.671	7.313	97.9	1.3163	24.0	666.0	20.2	396.9	13.44
17.1	19.944443371634804	20.908757722010368	8	19.814247589009554	19.710156272731016	0.05023	35.0	6.06	0.0	0.4379	5.706	28.4	6.6407	1.0	304.0	16.9	394.02	12.43
24.8	26.21724767097684	24.192048984027892	8	23.50632447959105	26.144104779575617	0.03659	25.0	4.86	0.0	0.426	6.302	32.2	5.4007	4.0	281.0	19.0	396.9	6.72
13.1	15.660641354512762	12.601320690115436	8	11.389709718940903	15.628837766344791	23.6482	0.0	18.1	0.0	0.671	6.38	96.2	1.3861	24.0	666.0	20.2	396.9	23.69
10.4	8.162147741045644	12.365497233008751	8	10.34423090057415	7.383155001072851	25.9406	0.0	18.1	0.0	0.679	5.304	89.1	1.6475	24.0	666.0	20.2	127.36	26.64
22.1	28.024846738012993	24.674247990798673	8	23.31251275295959	27.05178469238962	0.79041	0.0	9.9	0.0	0.544	6.122	52.8	2.6403	4.0	304.0	18.4	396.9	5.98
26.2	22.286838099432543	24.07500905976485	8	23.825973543681915	23.475853387403067	0.19073	22.0	5.86	0.0	0.431	6.718	17.5	7.8265	7.0	330.0	19.1	393.74	6.56
10.8	11.830102605310536	11.519177444488593	8	9.309483733756235	11.815017198517694	12.8023	0.0	18.1	0.0	0.74	5.854	96.6	1.8956	24.0	666.0	20.2	240.52	23.79
22.0	22.6145634133769	19.65463563141548	8	19.086664964003933	22.03216649774612	0.06899	0.0	25.65	0.0	0.581	5.87	69.7	2.2577	2.0	188.0	19.1	389.15	14.37
8.5	17.05858760459317	13.759924261934819	8	12.370015030114095	16.744375437775673	7.67202	0.0	18.1	0.0	0.693	5.747	98.9	1.6334	24.0	666.0	20.2	393.1	19.92
23.0	19.871894649309	18.849214068817425	8	18.322527338094282	20.018999186348523	0.59005	0.0	21.89	0.0	0.624	6.372	97.9	2.3274	4.0	437.0	21.2	385.76	11.12
29.8	24.584794797510963	21.139334194628688	8	20.217032983542076	25.21314734957648	4.64689	0.0	18.1	0.0	0.614	6.98	67.6	2.5329	24.0	666.0	20.2	374.68	11.66
24.3	31.79773047665072	23.88042934451874	8	22.045933299870573	29.299062052981114	1.34284	0.0	19.58	0.0	0.605	6.066	100.0	1.7573	5.0	403.0	14.7	353.89	6.43
33.1	33.733530672630856	26.33868588035174	8	26.67711297232409	34.55100861749234	0.06127	40.0	6.41	1.0	0.447	6.826	27.6	4.8628	4.0	254.0	17.6	393.45	4.16
13.8	6.988240501077925	12.555540124885031	8	11.407614985742985	6.345285092075883	11.1081	0.0	18.1	0.0	0.668	4.906	100.0	1.1742	24.0	666.0	20.2	396.9	34.77
21.4	23.72164941539213	22.956135599062975	8	21.925133522178122	23.362390984258816	0.09512	0.0	12.83	0.0	0.437	6.286	45.0	4.5026	5.0	398.0	18.7	383.23	8.94
17.8	18.44000909257121	17.86011200220429	8	17.54905103644989	17.643373656397426	0.31827	0.0	9.9	0.0	0.544	5.914	83.2	3.9986	4.0	304.0	18.4	390.7	18.33
7.5	13.117417646647993	14.676232239217722	8	12.440103094094612	13.333344425604423	10.8342	0.0	18.1	0.0	0.679	6.782	90.8	1.8195	24.0	666.0	20.2	21.57	25.79
25.0	29.539744587522097	24.823002258684873	8	23.63953880712238	29.161678155613014	0.02875	28.0	15.04	0.0	0.464	6.211	28.9	3.6659	4.0	270.0	18.2	396.33	6.21
26.6	26.731223922457456	26.025083080867383	8	25.317779074543	27.104084777667087	0.12744	0.0	6.91	0.0	0.448	6.77	2.9	5.7209	3.0	233.0	17.9	385.41	4.84
19.4	25.165609953603685	20.890074692332536	8	20.332472524828084	23.769085048068582	0.26169	0.0	9.9	0.0	0.544	6.023	90.4	2.834	4.0	304.0	18.4	396.3	11.72
19.4	18.70828686873091	18.727664410609442	8	16.93655005861629	17.399701772240046	2.14918	0.0	19.58	0.0	0.871	5.709	98.5	1.6232	5.0	403.0	14.7	261.95	15.79
13.3	16.482748681756462	13.908087673237965	8	11.86626255569612	16.175453674166253	6.39312	0.0	18.1	0.0	0.584	6.162	97.4	2.206	24.0	666.0	20.2	302.76	24.1
30.3	33.04197091015807	28.163943166341973	8	27.740186408559858	32.435639688125825	0.04666	80.0	1.52	0.0	0.404	7.107	36.6	7.309	2.0	329.0	12.6	354.31	8.61
23.1	26.144043262969372	20.62418660052955	8	19.986529376823725	23.682897302437603	0.13914	0.0	4.05	0.0	0.51	5.572	88.5	2.5961	5.0	296.0	16.6	396.9	14.69
9.6	15.00811937106566	14.410358018757965	8	12.562561388439622	15.000142625445065	14.4208	0.0	18.1	0.0	0.74	6.461	93.3	2.0026	24.0	666.0	20.2	27.49	18.05
15.7	15.64770830037925	16.658064379673828	8	15.899034147412006	14.74245424682907	0.38735	0.0	25.65	0.0	0.581	5.613	95.6	1.7572	2.0	188.0	19.1	359.29	27.26
8.4	4.475569069255755	13.650443983922244	8	10.968903793534146	4.777792456159297	13.6781	0.0	18.1	0.0	0.74	5.935	87.9	1.8206	24.0	666.0	20.2	68.95	34.02
21.5	21.56351106695128	20.112936519217513	8	18.772293234704993	20.633068328944383	1.6566	0.0	19.58	0.0	0.871	6.122	97.3	1.618	5.0	403.0	14.7	372.8	14.1
16.7	19.963052124567128	15.25073231122236	8	13.986903043507397	19.95610193293657	11.0874	0.0	18.1	0.0	0.718	6.411	100.0	1.8589	24.0	666.0	20.2	318.75	15.02
19.7	14.779187683402078	15.58434514613938	8	15.117874332380712	14.054218630158093	0.2896	0.0	9.69	0.0	0.585	5.39	72.9	2.7986	6.0	391.0	19.2	396.9	21.14
14.5	19.158274855095144	17.792806626951354	8	18.0593222229911	18.69060264570078	1.35472	0.0	8.14	0.0	0.538	6.072	100.0	4.175	4.0	307.0	21.0	376.73	13.04
37.3	34.467728958430435	28.178728996363184	8	27.99727841018182	35.14141140016021	0.07886	80.0	4.95	0.0	0.411	7.148	27.7	5.1167	4.0	245.0	19.2	396.9	3.56
36.4	32.367225862036136	29.59043292141444	8	29.467760675267915	32.33271105961072	0.08664	45.0	3.44	0.0	0.437	7.178	26.3	6.4798	5.0	398.0	15.2	390.49	2.87
23.6	31.527939850633487	26.38376515396455	8	25.47545794113492	29.517769050871575	0.09178	0.0	4.05	0.0	0.51	6.416	84.1	2.6463	5.0	296.0	16.6	395.5	9.04
22.2	21.580573132264163	22.56131505240068	8	22.192273614784163	22.188212786224167	0.05083	0.0	5.19	0.0	0.515	6.316	38.1	6.4584	5.0	224.0	20.2	389.71	5.68
18.8	22.392654048633126	19.015065100840072	8	18.038049773396157	20.873619480376043	0.12329	0.0	10.01	0.0	0.547	5.913	92.9	2.3534	6.0	432.0	17.8	394.95	16.21
21.7	21.098880503636195	21.800225905746114	8	20.55477933227017	20.359253272626503	0.09378	12.5	7.87	0.0	0.524	5.889	39.0	5.4509	5.0	311.0	15.2	390.5	15.71
23.8	26.51914087115106	24.128214758635483	8	23.62417313345418	25.666227251184537	0.3692	0.0	9.9	0.0	0.544	6.567	87.3	3.6023	4.0	304.0	18.4	395.69	9.28
23.0	30.199769184219313	23.877834670861553	8	23.369235119906943	29.52859574591851	0.11425	0.0	13.89	1.0	0.55	6.373	92.4	3.3633	5.0	276.0	16.4	393.74	10.5
22.0	29.400132956076828	26.564582543766306	8	25.983500969863393	28.822525686441523	0.03537	34.0	6.09	0.0	0.433	6.59	40.4	5.4917	7.0	329.0	16.1	395.75	9.5
11.3	14.122367097389223	12.469135688245133	8	11.025318966056782	13.786749970776125	9.18702	0.0	18.1	0.0	0.7	5.536	100.0	1.5804	24.0	666.0	20.2	396.9	23.6
23.8	25.061272746658197	21.45285754873371	8	19.40452769379472	23.007366332790134	1.80028	0.0	19.58	0.0	0.605	5.877	79.2	2.4259	5.0	403.0	14.7	227.61	12.14
22.9	29.728188406047984	24.945313898806752	8	24.257450353542378	29.165514277299263	0.04203	28.0	15.04	0.0	0.464	6.442	53.6	3.6659	4.0	270.0	18.2	395.01	8.16
20.6	14.823284586647148	21.60799403449123	8	21.073802440998712	17.23042932275086	0.10659	80.0	1.91	0.0	0.413	5.936	19.5	10.5857	4.0	334.0	22.0	376.04	5.57
25.2	27.284001159590282	24.928518425279155	8	23.78655847877667	27.181993152897974	0.16211	20.0	6.96	0.0	0.464	6.24	16.3	4.429	3.0	223.0	18.6	396.9	6.59
20.5	21.667072866025144	18.432719078694856	8	17.91082821255764	20.827730535266575	0.09299	0.0	25.65	0.0	0.581	5.961	92.9	2.0869	2.0	188.0	19.1	378.09	17.93
9.7	10.866621320200295	11.987253904394803	8	10.812997249957867	10.349191629619504	11.5779	0.0	18.1	0.0	0.7	5.036	97.0	1.77	24.0	666.0	20.2	396.9	25.68
13.8	12.33375632688633	17.860969119888516	8	15.585018595062389	11.538288396594346	2.37934	0.0	19.58	0.0	0.871	6.13	100.0	1.4191	5.0	403.0	14.7	172.91	27.8
23.1	24.871325609103913	23.60979540354193	8	22.801374411633756	24.243242867953924	0.40202	0.0	9.9	0.0	0.544	6.382	67.2	3.5325	4.0	304.0	18.4	395.21	10.36
19.6	19.170863467363326	18.370602792812893	8	17.834500636504604	19.323065101756644	1.19294	0.0	21.89	0.0	0.624	6.326	97.7	2.271	4.0	437.0	21.2	396.9	12.26
21.9	23.859904416386073	24.345084230474374	8	23.055154486545472	24.23874083511745	0.04819	80.0	3.64	0.0	0.392	6.108	32.0	9.2203	1.0	315.0	16.4	392.89	6.57
31.6	33.811411455017925	29.95458621272291	8	29.3590584973414	32.62329135655436	0.41238	0.0	6.2	0.0	0.504	7.163	79.9	3.2157	8.0	307.0	17.4	372.08	6.36
13.8	17.86439582269783	14.66159717602888	8	13.281401454685474	16.994707649899144	8.05579	0.0	18.1	0.0	0.584	5.427	95.4	2.4298	24.0	666.0	20.2	352.58	18.14
10.4	14.167216408919131	20.264457052176983	8	18.793050774378447	13.751403194702569	88.9762	0.0	18.1	0.0	0.671	6.968	91.9	1.4165	24.0	666.0	20.2	396.9	17.21
27.1	26.60748711928073	24.255872773999663	9	24.415345603728174	26.693173940189055	0.05372	0.0	13.92	0.0	0.437	6.549	51.0	5.9604	4.0	289.0	16.0	392.85	7.39
19.3	22.38979724500588	20.678929396449828	9	20.145906403949397	22.010543808945823	0.17142	0.0	6.91	0.0	0.448	5.682	33.8	5.1004	3.0	233.0	17.9	396.9	10.21
24.4	23.9544385677173	24.084767179823423	9	23.120597402255793	23.732400351913647	0.1403	22.0	5.86	0.0	0.431	6.487	13.0	7.3967	7.0	330.0	19.1	396.28	5.9
19.3	20.661218703290526	19.921678356374045	9	18.737211969560878	20.674511332864093	0.14476	0.0	10.01	0.0	0.547	5.731	65.2	2.7592	6.0	432.0	17.8	391.5	13.61
8.3	10.596533083233247	14.310933206495594	9	11.59820991764886	10.484509536293757	15.8603	0.0	18.1	0.0	0.679	5.896	95.4	1.9096	24.0	666.0	20.2	7.68	24.39
42.3	36.04869732333994	29.974076770787903	9	30.314388635441812	36.667179389899644	0.02177	82.5	2.03	0.0	0.415	7.61	15.7	6.27	2.0	348.0	14.7	395.38	3.11
34.7	29.774416948729304	28.58395275848516	9	29.28136854736566	30.26950578421586	0.02729	0.0	7.07	0.0	0.469	7.185	61.1	4.9671	2.0	242.0	17.8	392.83	4.03
7.2	10.12415420432706	14.42974978541891	9	11.557925350524572	9.673877174095917	18.0846	0.0	18.1	0.0	0.679	6.434	100.0	1.8347	24.0	666.0	20.2	27.25	29.05
23.1	24.71440481194732	24.916192236286737	9	24.441241401814047	25.56017024487734	0.0187	85.0	4.15	0.0	0.429	6.516	27.7	8.5353	4.0	351.0	17.9	392.43	6.36
5.6	11.273540642151008	11.423967819213521	9	10.150089540661712	11.770906050001354	25.0461	0.0	18.1	0.0	0.693	5.987	100.0	1.5888	24.0	666.0	20.2	396.9	26.77
50.0	42.26273482581329	29.93118861513622	9	31.02322535892907	43.609848708902305	0.02009	95.0	2.68	0.0	0.4161	8.034	31.9	5.118	4.0	224.0	14.7	390.55	2.88
21.9	23.475581360637428	23.351331432464857	9	23.055154486545472	24.23874083511745	0.04819	80.0	3.64	0.0	0.392	6.108	32.0	9.2203	1.0	315.0	16.4	392.89	6.57
8.7	9.385326178082636	14.233482429795488	9	11.457734123585247	9.206089358575767	15.1772	0.0	18.1	0.0	0.74	6.152	100.0	1.9142	24.0	666.0	20.2	9.32	26.45
21.2	21.42782129973419	21.31720754779802	9	20.087604782999286	21.88205894832348	3.67367	0.0	18.1	0.0	0.583	6.312	51.9	3.9917	24.0	666.0	20.2	388.62	10.58
27.5	31.026061710883603	25.4859402355999	9	25.542050690209535	31.877622777849766	0.62356	0.0	6.2	1.0	0.507	6.879	77.7	3.2721	8.0	307.0	17.4	390.39	9.93
17.4	21.99497244756943	20.77955512767891	9	18.79382616548663	22.50207290570617	1.20742	0.0	19.58	0.0	0.605	5.875	94.6	2.4259	5.0	403.0	14.7	292.29	14.43
23.1	23.218587587570315	19.886743514864225	9	19.986529376823725	23.682897302437603	0.13914	0.0	4.05	0.0	0.51	5.572	88.5	2.5961	5.0	296.0	16.6	396.9	14.69
34.6	33.687316157355866	28.078533777750945	9	28.649896046041892	34.44271738510103	0.03768	80.0	1.52	0.0	0.404	7.274	38.3	7.309	2.0	329.0	12.6	392.2	6.62
16.1	17.791558995889346	15.763293165748346	9	14.656905116339049	18.661205841723774	5.09017	0.0	18.1	0.0	0.713	6.297	91.8	2.3682	24.0	666.0	20.2	385.09	17.27
13.9	17.080263098516504	13.124170400508437	9	12.050832212092832	17.465590000853542	15.288	0.0	18.1	0.0	0.671	6.649	93.3	1.3449	24.0	666.0	20.2	363.02	23.24
13.0	16.65061352702692	13.87389515529712	9	12.61026171067686	17.36456197869947	7.52601	0.0	18.1	0.0	0.713	6.417	98.3	2.185	24.0	666.0	20.2	304.21	19.31
50.0	32.33839497061911	23.5276596720268	9	22.876401932936975	34.74303788307495	6.53876	0.0	18.1	1.0	0.631	7.016	97.5	1.2024	24.0	666.0	20.2	392.05	2.96
16.8	20.29524959776331	19.3881341077649	9	18.576874899784407	20.60941440737961	0.22438	0.0	9.69	0.0	0.585	6.027	79.7	2.4982	6.0	391.0	19.2	396.9	14.33
14.6	8.420722504633368	17.197887920567446	9	15.234966326682578	8.204006380610593	2.36862	0.0	19.58	0.0	0.871	4.926	95.7	1.4608	5.0	403.0	14.7	391.71	29.53
43.1	36.05118409526623	28.990298983654604	9	30.5107450973536	37.39208288464963	0.53412	20.0	3.97	0.0	0.647	7.52	89.4	2.1398	5.0	264.0	13.0	388.37	7.26
28.7	30.293632665594902	28.941416312307027	9	29.3246764983285	30.69406764425299	0.05302	0.0	3.41	0.0	0.489	7.079	63.1	3.4145	2.0	270.0	17.8	396.06	5.7
17.8	17.656224370417235	17.73669463380311	9	17.54905103644989	17.643373656397426	0.31827	0.0	9.9	0.0	0.544	5.914	83.2	3.9986	4.0	304.0	18.4	390.7	18.33
13.9	13.885928916292585	16.273473613590443	9	15.914094113577207	13.986928536152448	0.84054	0.0	8.14	0.0	0.538	5.599	85.7	4.4546	4.0	307.0	21.0	303.42	16.51
17.8	15.895982828133512	17.010930112146156	9	15.542308527980259	16.237069919857795	0.54452	0.0	21.89	0.0	0.624	6.151	97.9	1.6687	4.0	437.0	21.2	396.9	18.46
23.0	19.083476256655928	19.419007403299478	9	18.322527338094282	20.018999186348523	0.59005	0.0	21.89	0.0	0.624	6.372	97.9	2.3274	4.0	437.0	21.2	385.76	11.12
19.4	16.65086090879981	19.074389877468896	9	16.93655005861629	17.399701772240046	2.14918	0.0	19.58	0.0	0.871	5.709	98.5	1.6232	5.0	403.0	14.7	261.95	15.79
27.5	19.562876678430165	14.486228703467024	9	13.20224514261483	19.992372407323966	14.4383	0.0	18.1	0.0	0.597	6.852	100.0	1.4655	24.0	666.0	20.2	179.36	19.78
16.1	19.202232963529294	19.542236727789735	9	17.953637104224022	18.881217326326635	2.63548	0.0	9.9	0.0	0.544	4.973	37.8	2.5194	4.0	304.0	18.4	350.45	12.64
7.0	-3.3114344323138667	18.533291593867695	9	15.681067832020709	-3.737384390911835	45.7461	0.0	18.1	0.0	0.693	4.519	100.0	1.6582	24.0	666.0	20.2	88.27	36.98
11.9	8.270492918017652	13.992538557253763	9	13.082544722033518	9.217331507516484	20.7162	0.0	18.1	0.0	0.659	4.138	100.0	1.1781	24.0	666.0	20.2	370.22	23.34
22.6	23.996391210691836	24.401840246391135	9	23.206597581974506	23.191966818302085	0.06724	0.0	3.24	0.0	0.46	6.333	17.2	5.2146	4.0	430.0	16.9	375.21	7.34
19.1	16.48904640076254	14.87565549379831	9	14.029776921530157	16.857470945953274	15.5757	0.0	18.1	0.0	0.58	5.926	71.0	2.9084	24.0	666.0	20.2	368.74	18.13
27.5	14.315640594796427	19.44506421700873	9	19.642392571193692	16.37010937272815	4.55587	0.0	18.1	0.0	0.718	3.561	87.9	1.6132	24.0	666.0	20.2	354.7	7.12
21.0	20.52973478453803	20.864537587528737	9	21.023565123356818	21.03927198893963	1.00245	0.0	8.14	0.0	0.538	6.674	87.3	4.239	4.0	307.0	21.0	380.23	11.98
26.6	27.834674258224005	26.197517281773795	9	25.317779074543	27.104084777667087	0.12744	0.0	6.91	0.0	0.448	6.77	2.9	5.7209	3.0	233.0	17.9	385.41	4.84
7.0	7.565939205633569	15.931838284724655	9	13.611371792390633	7.1533109553286	0.18337	0.0	27.74	0.0	0.609	5.414	98.3	1.7554	4.0	711.0	20.1	344.05	23.97
26.4	28.715321103847863	25.9418462340716	9	25.27364109641469	28.551080830912245	0.09266	34.0	6.09	0.0	0.433	6.495	18.4	5.4917	7.0	329.0	16.1	383.61	8.67
20.8	18.187593663477838	14.711633973699676	9	13.94323374595535	19.192082156444947	12.0482	0.0	18.1	0.0	0.614	5.648	87.6	1.9512	24.0	666.0	20.2	291.55	14.1
18.9	23.908977884983827	21.23699922585305	9	20.961015303816275	24.365761275640004	0.06417	0.0	5.96	0.0	0.499	5.933	68.2	3.3603	5.0	279.0	19.2	396.9	9.68
13.8	12.022828406304392	17.81075100387067	9	15.585018595062389	11.538288396594346	2.37934	0.0	19.58	0.0	0.871	6.13	100.0	1.4191	5.0	403.0	14.7	172.91	27.8
21.7	24.098683057912986	21.81058522182106	9	21.437849773372893	23.827289717936036	0.08199	0.0	13.92	0.0	0.437	6.009	42.3	5.5027	4.0	289.0	16.0	396.9	10.4
21.7	20.959654676512155	21.75632107414238	9	19.96861637702207	22.483295308458942	3.8497	0.0	18.1	1.0	0.77	6.395	91.0	2.5052	24.0	666.0	20.2	391.34	13.27
10.2	6.698744538680444	11.836793572424224	9	10.331057918790462	6.848388541426829	14.3337	0.0	18.1	0.0	0.7	4.88	100.0	1.5895	24.0	666.0	20.2	372.92	30.62
33.4	28.12995620621959	27.16934421734058	9	27.30932376375724	28.42972617814415	0.03237	0.0	2.18	0.0	0.458	6.998	45.8	6.0622	3.0	222.0	18.7	394.63	2.94
17.4	15.404389412458976	17.01776110776474	9	15.472736396669447	15.785768738129903	0.32264	0.0	21.89	0.0	0.624	5.942	93.5	1.9669	4.0	437.0	21.2	378.25	16.9
20.0	22.556322698217777	20.966138956160652	9	20.601459647772685	22.689787824483197	0.10153	0.0	12.83	0.0	0.437	6.279	74.5	4.0522	5.0	398.0	18.7	373.66	11.97
41.7	36.717559979759955	31.23679257218907	9	33.038399482494135	37.639141902722734	0.57529	0.0	6.2	0.0	0.507	8.337	73.3	3.8384	8.0	307.0	17.4	385.91	2.47
50.0	35.294405612725136	31.422196268215814	9	32.48732011844692	35.6150685559915	0.05602	0.0	2.46	0.0	0.488	7.831	53.6	3.1992	3.0	193.0	17.8	392.63	4.45
21.0	23.320785075375106	21.817955489293823	9	20.9359979080175	23.303476174119236	0.08014	0.0	5.96	0.0	0.499	5.85	41.5	3.9342	5.0	279.0	19.2	396.9	8.77
15.3	18.7612608811935	19.576563693312572	9	18.353202039488345	20.109371157487033	1.12658	0.0	19.58	1.0	0.871	5.012	88.0	1.6102	5.0	403.0	14.7	343.28	12.12
8.8	5.576784937519285	20.172836209634532	9	18.297639735532435	6.6218880451766395	73.5341	0.0	18.1	0.0	0.679	5.957	100.0	1.8026	24.0	666.0	20.2	16.45	20.62
13.4	14.02232653453175	15.12737500034184	9	12.91458111981208	13.576320354320472	7.05042	0.0	18.1	0.0	0.614	6.103	85.1	2.0218	24.0	666.0	20.2	2.52	23.29
20.3	22.21464653251258	21.36981728015008	9	20.282992037285755	21.898653991776673	0.08387	0.0	12.83	0.0	0.437	5.874	36.6	4.5026	5.0	398.0	18.7	396.06	9.1
23.2	26.78402496531422	23.93835087577663	9	23.60996368599024	27.314183047539068	0.03871	52.5	5.32	0.0	0.405	6.209	31.3	7.3172	6.0	293.0	16.6	396.9	7.14
22.4	23.2010712655268	22.529186055941675	9	22.052570898598493	23.58037459755273	0.06263	0.0	11.93	0.0	0.573	6.593	69.1	2.4786	1.0	273.0	21.0	391.99	9.67
17.3	16.56268468503719	17.758882632815705	9	16.350695452240277	16.43292339399217	0.15038	0.0	25.65	0.0	0.581	5.856	97.0	1.9444	2.0	188.0	19.1	370.31	25.41
12.0	11.510776917574574	11.492978652041117	9	10.210810856965002	11.925617370118019	15.0234	0.0	18.1	0.0	0.614	5.304	97.3	2.1007	24.0	666.0	20.2	349.48	24.91
25.0	24.678193365241988	22.15381524465452	9	20.492752595065582	25.475193384536606	2.924	0.0	19.58	0.0	0.605	6.101	93.0	2.2834	5.0	403.0	14.7	240.16	9.81
13.6	12.472492881633652	17.57572190722283	9	15.558243381636554	12.583688936415584	0.10574	0.0	27.74	0.0	0.609	5.983	98.8	1.8681	4.0	711.0	20.1	390.11	18.07
17.1	18.5157946016924	18.697775142891906	9	17.487380720990807	19.159097968848798	0.35233	0.0	21.89	0.0	0.624	6.454	98.4	1.8498	4.0	437.0	21.2	394.08	14.59
18.5	24.626071689697554	22.4610723316639	9	21.73171410418014	25.24763602361921	0.14231	0.0	10.01	0.0	0.547	6.254	84.2	2.2565	6.0	432.0	17.8	388.74	10.45
12.7	13.236648025364541	14.967243608228442	9	13.128580682926579	13.325085992656767	4.66883	0.0	18.1	0.0	0.713	5.976	87.9	2.5806	24.0	666.0	20.2	10.48	19.01
14.5	14.028384601705465	15.863177217164498	9	15.890272515331432	14.24581252315167	0.98843	0.0	8.14	0.0	0.538	5.813	100.0	4.0952	4.0	307.0	21.0	394.54	19.88
14.4	4.558104014546863	15.456088983385591	9	13.646240698204506	3.6992720252667226	1.62864	0.0	21.89	0.0	0.624	5.019	100.0	1.4394	4.0	437.0	21.2	396.9	34.41
17.5	18.54778108566824	18.131355872082356	9	17.064627677523728	18.729402890488032	0.17783	0.0	9.69	0.0	0.585	5.569	73.5	2.3999	6.0	391.0	19.2	395.77	15.1
16.7	19.812387750179724	16.37306793605521	9	15.264364421545231	20.478956714083417	4.87141	0.0	18.1	0.0	0.614	6.484	93.6	2.3053	24.0	666.0	20.2	396.21	18.68
21.7	21.740305930181496	21.601370171566398	9	21.396959194589275	22.2608784911696	0.17446	0.0	10.59	1.0	0.489	5.96	92.1	3.8771	4.0	277.0	18.6	393.25	17.27
22.2	22.04865869157481	22.580926350687143	9	22.192273614784163	22.188212786224167	0.05083	0.0	5.19	0.0	0.515	6.316	38.1	6.4584	5.0	224.0	20.2	389.71	5.68
16.6	15.539822165445713	16.791972172252475	9	16.85784971471436	15.965312482917476	0.67191	0.0	8.14	0.0	0.538	5.813	90.3	4.682	4.0	307.0	21.0	376.88	14.81
50.0	23.09101658406349	19.61077182891384	9	19.646970312344685	25.490621731277642	4.89822	0.0	18.1	0.0	0.631	4.97	100.0	1.3325	24.0	666.0	20.2	375.52	3.26
11.7	15.512406716099726	16.21365285514838	9	14.428235848126864	15.380325118301755	8.79212	0.0	18.1	0.0	0.584	5.565	70.6	2.0635	24.0	666.0	20.2	3.65	17.16
29.1	30.256925099758064	26.893464442696985	9	26.23284975718334	30.65111723981305	0.07978	40.0	6.41	0.0	0.447	6.482	32.1	4.1403	4.0	254.0	17.6	396.9	7.19
17.8	9.580522829612523	17.103365257617043	9	14.994135128666228	9.339174181458965	2.33099	0.0	19.58	0.0	0.871	5.186	93.8	1.5296	5.0	403.0	14.7	356.99	28.32
23.5	30.009378149349754	25.85115868931977	9	25.122444057230894	30.765316371579974	0.03584	80.0	3.37	0.0	0.398	6.29	17.8	6.6115	4.0	337.0	16.1	396.9	4.67
24.5	21.01124814803375	21.853029550861837	9	21.795164236218454	21.184807700329298	0.16439	22.0	5.86	0.0	0.431	6.433	49.1	7.8265	7.0	330.0	19.1	374.71	9.52
26.4	23.20821102020117	19.710084112242715	9	20.208660662637215	23.754722132090986	0.08308	0.0	2.46	0.0	0.488	5.604	89.8	2.9879	3.0	193.0	17.8	391.0	13.98
19.3	16.94791236896209	20.119694888180437	9	19.825464724878202	16.885925923890508	0.37578	0.0	10.59	1.0	0.489	5.404	88.6	3.665	4.0	277.0	18.6	395.24	23.98
27.1	19.1520568704874	19.462270690109506	9	20.20205296870185	19.441111506881526	0.14455	12.5	7.87	0.0	0.524	6.172	96.1	5.9505	5.0	311.0	15.2	396.9	19.15
17.8	18.079105481596674	20.473101394271858	9	18.522760707200717	19.42584108907638	8.98296	0.0	18.1	1.0	0.77	6.212	97.4	2.1222	24.0	666.0	20.2	377.73	17.6
26.5	25.073206591758456	23.964424140580167	9	23.55179772270362	25.591975562025418	0.11432	0.0	8.56	0.0	0.52	6.781	71.3	2.8561	5.0	384.0	20.9	395.58	7.67
29.9	30.91594728193397	28.210178337328102	9	28.64987314465595	31.57915905470974	0.06642	0.0	4.05	0.0	0.51	6.86	74.4	2.9153	5.0	296.0	16.6	391.27	6.92
46.0	38.82366194025701	26.529692089844794	9	28.013444035855308	39.73920432019529	0.06129	20.0	3.33	1.0	0.4429	7.645	49.7	5.2119	5.0	216.0	14.9	377.07	3.01
30.7	30.676422501620472	26.297917640787432	9	27.327826067208868	31.314181207529675	0.7857	20.0	3.97	0.0	0.647	7.014	84.6	2.1329	5.0	264.0	13.0	384.07	14.79
